id,label
594745,3
596449,3
675281,3
1236658,3
1236421,3
596376,3
473816,3
675661,3
675086,3
472972,3
596428,3
675424,3
595327,3
675273,3
596358,3
473455,3
95542,3
675271,3
595142,3
95865,3
596265,3
1549899,3
675313,3
1212777,3
95370,3
673828,3
675126,3
95239,3
594569,3
675635,3
595541,3
95820,3
96177,3
674076,3
95348,3
473735,3
675197,3
596198,3
595784,3
1555477,3
674474,3
473677,3
596197,3
1236504,3
472814,3
473335,3
1236635,3
1236563,3
596044,3
595888,3
674385,3
675351,3
674227,3
675117,3
399162,3
595137,3
1555566,3
594665,3
675563,3
1236707,3
95962,3
675167,3
473052,3
594448,3
595864,3
472892,3
596345,3
1212735,3
1211154,3
1212774,3
596403,3
674009,3
1211155,3
96367,3
1555515,3
594549,3
596170,3
1236726,3
594518,3
595927,3
596447,3
595185,3
675020,3
1540930,3
595911,3
473378,3
1236534,3
472821,3
596194,3
595225,3
95802,3
472627,3
472585,3
594478,3
675203,3
96502,3
596439,3
95884,3
1211191,3
95559,3
594522,3
95320,3
95303,3
595648,3
1236486,3
95636,3
675415,3
595907,3
673733,3
1236432,3
675095,3
595686,3
595459,3
95240,3
675079,3
1236675,3
674356,3
596172,3
472499,3
675218,3
673677,3
1211161,3
674620,3
674042,3
674825,3
473060,3
594708,3
675557,3
95797,3
596185,3
675297,3
675371,3
675241,3
95533,3
595494,3
673945,3
472409,3
675541,3
675439,3
96497,3
594719,3
95526,3
96520,3
473197,3
95486,3
1212668,3
472435,3
473728,3
95947,3
594703,3
674762,3
95988,3
1236721,3
472469,3
95411,3
674340,3
1211158,3
95209,3
95105,3
95910,3
596406,3
675517,3
473235,3
473227,3
96228,3
595731,3
675387,3
596003,3
472654,3
95144,3
1236401,3
674858,3
674300,3
594783,3
473151,3
1555590,3
596364,3
95821,3
594401,3
675522,3
674876,3
595666,3
674973,3
673972,3
95501,3
595279,3
596243,3
472698,3
595184,3
595119,3
95238,3
594515,3
95913,3
674541,3
674450,3
595055,3
96209,3
595848,3
95191,3
95379,3
96533,3
95073,3
95130,3
1236621,3
595749,3
674766,3
595928,3
673983,3
1236515,3
1212638,3
595646,3
472371,3
595086,3
95509,3
95761,3
96558,3
1236556,3
674975,3
596236,3
1212676,3
674341,3
595416,3
675375,3
594387,3
675583,3
674472,3
594727,3
95900,3
594660,3
1211180,3
473559,3
96021,3
595517,3
594603,3
473539,3
1212650,3
1236594,3
95494,3
674372,3
95152,3
675632,3
596252,3
95178,3
95888,3
673765,3
675038,3
95193,3
473126,3
595799,3
472966,3
1236587,3
674671,3
674981,3
472850,3
95451,3
674878,3
1549770,3
1211110,3
96132,3
95776,3
96640,3
473676,3
1555604,3
594620,3
95224,3
95766,3
675014,3
95442,3
399161,3
675017,3
673798,3
473567,3
673807,3
675421,3
594931,3
1211198,3
473789,3
1540912,3
472679,3
1236564,3
595766,3
675211,3
473423,3
675576,3
473436,3
472515,3
673690,3
1236520,3
595072,3
95663,3
596382,3
596328,3
596274,3
594735,3
675366,3
595171,3
674137,3
473057,3
594883,3
96375,3
595094,3
472938,3
594919,3
96493,3
594671,3
95569,3
1212724,3
95742,3
303479,3
472372,3
473528,3
674447,3
675626,3
674599,3
472793,3
596356,3
675499,3
595581,3
95875,3
596019,3
96487,3
473562,3
95425,3
96131,3
596289,3
96633,3
95899,3
472851,3
95179,3
674875,3
95545,3
595298,3
472678,3
594763,3
95134,3
1212748,3
472596,3
596083,3
595017,3
596075,3
96043,3
1236701,3
96329,3
674803,3
1212608,3
96025,3
399166,3
95903,3
1236617,3
1555609,3
95116,3
596366,3
473494,3
594940,3
596497,3
675394,3
95496,3
96232,3
1236440,3
675545,3
1211089,3
675382,3
1236672,3
96008,3
95823,3
596244,3
473585,3
596257,3
95575,3
596451,3
1555595,3
596002,3
595602,3
675623,3
594380,3
95642,3
596134,3
673685,3
674582,3
674048,3
95298,3
596397,3
675508,3
595141,3
674517,3
1236622,3
1212711,3
473667,3
473007,3
95521,3
472768,3
473175,3
595212,3
95407,3
1212666,3
595306,3
594639,3
95976,3
594782,3
95667,3
595812,3
95747,3
95247,3
95565,3
473772,3
472601,3
594764,3
1211085,3
595636,3
595660,3
95835,3
1211136,3
96062,3
674954,3
674328,3
473373,3
594759,3
595027,3
95541,3
1236498,3
95810,3
473633,3
594456,3
675026,3
96588,3
595994,3
674230,3
473462,3
673895,3
594562,3
96635,3
96377,3
675560,3
1236728,3
473159,3
594909,3
1236470,3
674362,3
594785,3
595347,3
596381,3
472537,3
594805,3
96556,3
95283,3
1555473,3
472975,3
595268,3
596017,3
472343,3
473699,3
594857,3
1211177,3
472836,3
596093,3
595531,3
596298,3
675284,3
674524,3
596146,3
473532,3
596128,3
595926,3
1212605,3
95836,3
1236441,3
1236428,3
594489,3
1212665,3
302861,3
595620,3
675042,3
594524,3
1212644,3
473224,3
675186,3
594668,3
675386,3
674712,3
95354,3
1212773,3
594607,3
675509,3
674157,3
473426,3
675156,3
472428,3
95515,3
95670,3
472692,3
95999,3
473490,3
675384,3
594452,3
674972,3
473828,3
473652,3
473331,3
95739,3
473601,3
473003,3
675596,3
1236687,3
473327,3
473545,3
675301,3
473757,3
96619,3
473348,3
674184,3
595509,3
473627,3
96240,3
1555537,3
473748,3
473481,3
95996,3
595883,3
595705,3
675332,3
595913,3
96112,3
472951,3
1549802,3
673654,3
1236518,3
673841,3
1236535,3
95959,3
595987,3
96140,3
95543,3
674306,3
96454,3
674623,3
1211088,3
472520,3
95644,3
95574,3
473569,3
594748,3
473371,3
595064,3
595797,3
675201,3
1555409,3
594974,3
594573,3
95326,3
95107,3
596189,3
473110,3
96420,3
595479,3
95936,3
1236548,3
596040,3
96098,3
95774,3
95249,3
1211139,3
96151,3
95432,3
1236536,3
674549,3
596159,3
675172,3
95740,3
95675,3
595487,3
473777,3
596287,3
596427,3
95113,3
96369,3
473032,3
95892,3
96023,3
596169,3
96169,3
96564,3
1236571,3
472425,3
594934,3
473751,3
595586,3
596082,3
675478,3
675570,3
595461,3
673845,3
673744,3
673869,3
1212664,3
595050,3
96250,3
1212630,3
95788,3
673937,3
1211212,3
1212591,3
594807,3
96436,3
595380,3
473389,3
472988,3
596369,3
1211151,3
595111,3
673900,3
596033,3
675149,3
596226,3
673921,3
595173,3
596176,3
1212622,3
95699,3
472584,3
472350,3
674388,3
674301,3
674664,3
594716,3
1211109,3
95756,3
596126,3
674308,3
96489,3
1555425,3
674183,3
95301,3
674968,3
95516,3
1555472,3
673878,3
594959,3
595647,3
596317,3
595997,3
596501,3
675059,3
595109,3
95236,3
596365,3
594834,3
472381,3
596282,3
675008,3
1211156,3
595125,3
473817,3
472807,3
96234,3
594818,3
472782,3
594386,3
595854,3
473476,3
1555492,3
595216,3
675055,3
473016,3
675643,3
675171,3
675050,3
473381,3
595708,3
95650,3
673721,3
595870,3
96586,3
596323,3
1236610,3
596297,3
595735,3
473609,3
472434,3
472643,3
473111,3
596209,3
1212700,3
96595,3
675442,3
96330,3
594447,3
472621,3
1236630,3
95697,3
595780,3
595505,3
96144,3
95646,3
95843,3
1212656,3
594728,3
673851,3
595549,3
675189,3
473557,3
96251,3
95720,3
472454,3
675240,3
596322,3
95126,3
96463,3
96094,3
472696,3
96508,3
674012,3
95704,3
675670,3
1540839,3
595106,3
95362,3
95385,3
1212778,3
96500,3
473440,3
674585,3
1212741,3
674151,3
675528,3
472797,3
96294,3
95395,3
473717,3
473141,3
595943,3
1212624,3
95424,3
472341,3
675651,3
473703,3
95274,3
1555563,3
594958,3
595399,3
674648,3
674245,3
95366,3
595804,3
95881,3
1236522,3
594868,3
473120,3
473734,3
674099,3
674857,3
95485,3
95202,3
302641,3
594956,3
95338,3
1211081,3
95985,3
673757,3
472536,3
595878,3
1236427,3
473405,3
595898,3
674746,3
95228,3
473168,3
473461,3
595010,3
595462,3
595469,3
594583,3
96503,3
1555533,3
674129,3
1555589,3
473398,3
1211210,3
1212785,3
95782,3
472466,3
596147,3
1211080,3
595253,3
1549869,3
595661,3
594487,3
473156,3
95399,3
95672,3
674024,3
674214,3
595165,3
674473,3
472830,3
594590,3
675104,3
473578,3
95760,3
96319,3
596499,3
1212646,3
594688,3
95887,3
1555412,3
674662,3
96231,3
472660,3
594993,3
596431,3
95387,3
595805,3
675399,3
95524,3
95503,3
96167,3
594962,3
675505,3
95352,3
594641,3
1555428,3
95345,3
95484,3
673725,3
96373,3
1236716,3
595236,3
473674,3
675617,3
473288,3
595728,3
95258,3
473388,3
595906,3
674050,3
675459,3
96409,3
675669,3
96059,3
95956,3
473620,3
674555,3
95750,3
595081,3
594551,3
595598,3
1236521,3
596271,3
95059,3
473238,3
595680,3
1236697,3
473459,3
675482,3
472683,3
1236550,3
1555430,3
95708,3
595467,3
1236420,3
594504,3
472533,3
675246,3
675047,3
96482,3
675595,3
96629,3
596041,3
473471,3
595425,3
675435,3
675190,3
596410,3
594663,3
674249,3
95504,3
95137,3
675543,3
674992,3
473359,3
674469,3
595339,3
594701,3
596321,3
96033,3
674391,3
1236410,3
675067,3
96450,3
96069,3
1236615,3
1236713,3
595597,3
473181,3
674049,3
96392,3
594742,3
95673,3
596384,3
595356,3
473561,3
596054,3
673896,3
96641,3
96514,3
96133,3
399152,3
674817,3
675066,3
1236489,3
674098,3
96135,3
594781,3
95714,3
95294,3
595791,3
595436,3
595023,3
95731,3
595493,3
1236524,3
594509,3
595108,3
95989,3
674847,3
473424,3
596123,3
674998,3
596228,3
674877,3
472887,3
96097,3
95981,3
675527,3
472399,3
95284,3
1211105,3
596175,3
596048,3
675664,3
596184,3
675204,3
1555433,3
96484,3
472700,3
96205,3
596012,3
594392,3
1212611,3
1236448,3
472646,3
96441,3
96174,3
1211163,3
1236433,3
675164,3
675334,3
96300,3
473522,3
675133,3
473104,3
96323,3
596008,3
674697,3
95948,3
596503,3
1236555,3
595440,3
472832,3
596171,3
1236467,3
595188,3
596361,3
95482,3
595929,3
96326,3
595893,3
595283,3
594684,3
596438,3
596285,3
96407,3
95314,3
472378,3
95549,3
95743,3
95522,3
674542,3
473084,3
96074,3
96499,3
96570,3
595297,3
594528,3
1212628,3
675612,3
594992,3
595002,3
595082,3
473163,3
675659,3
473662,3
595642,3
473451,3
96518,3
595390,3
96320,3
596311,3
472441,3
595217,3
95213,3
96571,3
596429,3
594938,3
674138,3
594871,3
473018,3
596092,3
96324,3
596157,3
473802,3
96389,3
95296,3
473654,3
96615,3
473579,3
1211146,3
95939,3
472616,3
595058,3
675672,3
95665,3
95046,3
95634,3
675053,3
595869,3
96236,3
1236460,3
1555411,3
673914,3
674342,3
594638,3
96395,3
675562,3
595065,3
673977,3
472551,3
96358,3
473246,3
1211175,3
675413,3
595498,3
674554,3
675315,3
1212791,3
473333,3
1236412,3
